created_num,result,1,2,3,4,5,6,7,8,9,10,11
46262566424553563311563424215634435142334344124441,86.795918367346930,0,0,139.36597767218905,0,0,0,0,0,0,0,0
51326121236364153132116323524156221344363144432161,7.2857142857142810,0,0,0,0,0,0,0,0,0,0,0
31345531343231551434234442131122541132634424545256,66.775510204081630,0,12.033803853459432,0,0,0,0,0,0,0,0,0
63366421654565526523352245433435646145562615464134,31.285714285714280,0,0,0,0,0,0,0,0,0,0,0
53556443664153556625222544664114131565611166341615,85.795918367346930,0,12.033803853459432,139.36597767218905,0,0,0,0,0,0,0,0
44355353553152665566123426255534143354331511324422,128.244897959183670,0,0,0,0,0,0,0,0,0,0,0
42642664231436515455635553413115633416521525152341,69.999999999999990,0,0,0,0,0,0,0,0,0,0,0
55316524235142156532352656526533412652263662112535,6.1428571428571460,0,0,0,0,0,0,0,0,0,0,0
43322114622522326616452235252351133551165221214334,78.795918367346930,0,0,0,0,0,0,0,0,0,0,0
16411663442552543452451413542254161445115631631312,19.8775510204081560,0,0,0,0,0,0,0,0,0,0,0
12256313531426151666362332123131114413142443621451,76.061224489795920,0,0,0,0,0,0,0,0,0,0,0
12563522265162662133145664635654651414123264141453,50.142857142857140,10.941211563163293,0,0,0,0,0,0,0,0,0,0
15654152324411331466534136652321334535516154434535,19.8571428571428540,0.7966547836924924,12.033803853459432,0,0,0,0,0,0,0,0,0
32423131146615232561525555261165161315166232525132,74.367346938775510,0,0,0,0,0,0,0,0,0,0,0
34645543321524544355662624443123121211463133264245,45.142857142857140,0,0,0,0,0,0,0,0,0,0,0
36635442335526166534234663265421616333636211245134,23.469387755102040,0,0,0,0,0,0,0,0,0,0,0
45341655253125521136641335645312265114145532626466,17.7142857142857150,0,0,0,0,0,0,0,0,0,0,0
21663113223233546563464521165342613444211223424321,68.285714285714280,0.7966547836924995,0,0,0,0,0,0,0,0,0,0
63544356632626325413555336356634233234544534251535,99.734693877551011,0,12.033803853459432,0,0,0,0,0,0,0,0,0
65414554261523555136251161433256215244261423434365,26.6326530612244880,0,0,0,0,0,0,0,0,0,0,0
42654651636316154255163436331464565331442151443152,14.571428571428570,0,12.033803853459432,0,0,0,0,0,0,0,0,0
51662256411125312631543235266262266334356444622446,125.571428571428570,0,12.033803853459432,0,0,0,0,0,0,0,0,0
33133644431223514165443142641512446356615453521244,32.142857142857140,0,0,0,0,0,0,0,0,0,0,0
64555166144624356445653633436544215232456625445363,22.4285714285714270,0,0,0,0,0,0,0,0,0,0,0
61264152663613226635633642364233521315241154412613,8.7142857142857140,0,0,0,0,0,0,0,0,0,0,0
32322324452616252352655554666253523132455324661535,74.836734693877550,0,0,0,0,0,0,0,0,0,0,0
26514116651532422611313563266426466616456213161433,73.938775510204080,0,0,0,0,0,0,0,0,0,0,0
22366366555352334244663453316134112312161366621563,81.285714285714280,0,0,0,0,0,0,0,0,0,0,0
34622565562533442453436313544514114224224266533423,103.142857142857140,0,12.033803853459432,0,0,0,0,0,0,0,0,0
56564153336165254432413225514562452426356356211526,13.7142857142857080,0,0,0,0,0,0,0,0,0,0,0
65325543411365662651225622133111165311134354342143,99.571428571428570,0,12.033803853459432,0,0,0,0,0,0,0,0,0
32231434426616266622362614523351161235453361663216,74.938775510204070,0,0,0,0,0,0,0,0,0,0,0
15423321233141541254611242153425321233636624231146,33.775510204081630,0,0,0,0,0,0,0,0,0,0,0
51515161265314225552142326221142212353543636234541,79.428571428571420,0,0,0,0,0,0,0,0,0,0,0
35564566126634121216212545465124236413243536334514,34.693877551020411,0,0,0,0,0,0,0,0,0,0,0
34516435263526626433454545243426164232141356216633,27.7142857142857150,0,0,0,0,0,0,0,0,0,0,0
42223556156554446216333111624361411322526412154454,59.591836734693870,0.796654783692496,0,0,0,0,0,0,0,0,0,0
56354652325352316341321111164121626234263312651262,62.428571428571430,0,0,0,0,0,0,0,0,0,0,0
12111121433655452153262133316666544514156422615652,62.285714285714280,0,0,0,0,0,0,0,0,0,0,0
22454356126464551566553356151222642313261145114124,79.714285714285710,0,0,0,0,0,0,0,0,0,0,0
64516551562151632226312442551553234551326442454546,70.00,0,0,0,0,0,0,0,0,0,0,0
24132212523213626634635124323441226654164513323524,43.2857142857142850,0,0,0,0,0,0,0,0,0,0,0
36325621421122124651442135316551532151262341111131,96.755102040816330,0,0,0,0,0,0,0,0,0,0,0
53512423146113323616625256561351131223635224654423,26.6938775510204070,0,0,0,0,0,0,0,0,0,0,0
13143543365335563523656461333361621655411514656213,66.469387755102030,0,0,0,0,0,0,0,0,0,0,0
66536653146315245215135532414636416555321464451651,23.142857142857140,0,0,139.36597767218905,0,0,0,0,0,0,0,0
31534341411614634415662253455424313541366222121151,63.999999999999990,0,0,0,0,0,0,0,0,0,0,0
26251542411452353621324665245643126125441113223266,16.7142857142857150,6.796654783692492,0,0,0,0,0,0,0,0,0,0
51343151112563444436521654566614124221421334433425,74.00,0,0,0,0,0,0,0,0,0,0,0
51251432336342342663611625635231216544162315112112,49.00,0,0,0,0,0,0,0,0,0,0,0
26635163125511321363555116424465266541561524622611,26.8571428571428540,0,0,0,0,0,0,0,0,0,0,0
56526552322351142316142142455322426224621213225621,110.591836734693872,0,0,0,0,0,0,0,0,0,0,0
35565663421341231422525534621415561534426214253355,33.2653061224489760,0,0,0,0,0,0,0,0,0,0,0
23335425251542554232631634255125424521361464531256,18.6122448979591830,0,0,0,0,0,0,0,0,0,0,0
12562326461565163665164542553354334132343651531213,58.142857142857140,0,0,0,0,0,0,0,0,0,0,0
65251346453111364125666251246321261245544656261546,20.142857142857140,0.7966547836924995,0,0,0,0,0,0,0,0,0,0
16234662541656152454253131361361124513551324144332,23.1224489795918340,0,0,0,0,0,0,0,0,0,0,0
15466326612651521225563161213553621551211445261442,31.3469387755102030,0,0,0,0,0,0,0,0,0,0,0
66311562545354213243446515335661465536146425332553,10.7142857142857140,0.7966547836924924,0,0,0,0,0,0,0,0,0,0
41436651424365634164233612644625152645363166656432,22.3061224489795930,0,0,0,0,0,0,0,0,0,0,0
62264346611242624466334151465441411322425456664222,63.591836734693880,0,0,0,0,0,0,0,0,0,0,0
32323545641153446145621413114426166346214663366554,64.142857142857140,0,0,0,0,0,0,0,0,0,0,0
62146154462662664611513431152413316623565244126154,52.428571428571430,0,0,0,0,0,0,0,0,0,0,0
25116312533223334334625444612452253512454521445411,89.428571428571420,0,0,0,0,0,0,0,0,0,0,0
46544252422645425526255665342134625361425164536535,57.183673469387750,0,0,0,0,0,0,0,0,0,0,0
64561336443142525634412266445653461122412416423656,4.00,0,0,0,0,0,0,0,0,0,0,0
15462254251253113561136546613333556331113232633436,114.632653061224490,0,0,0,0,0,0,0,0,0,0,0
22356162255336524663464626541143152313666511651215,42.714285714285710,0,0,0,0,0,0,0,0,0,0,0
54411354312411241323313455646632526364564411314546,35.714285714285710,0,0,0,0,0,0,0,0,0,0,0
22613556124446222621642361646561462454325243515252,39.2857142857142850,0,0,0,0,0,0,0,0,0,0,0
44453331423311321526654453614135151343223335326165,87.67346938775510,0,0,0,0,0,0,0,0,0,0,0
26333432552352323364466643525314236433616525564443,70.081632653061230,0,12.033803853459432,0,0,0,0,0,0,0,0,0
13453156252361462552661123321165513621264112365654,9.7142857142857170,0,0,0,0,0,0,0,0,0,0,0
11223154234544156435316153362566513635411331454616,17.142857142857140,0,0,0,0,0,0,0,0,0,0,0
22541531516552664161513552263565222212341543362464,50.571428571428570,0,0,0,0,0,0,0,0,0,0,0
53162623326623422121463242536555226411212563424523,54.040816326530610,0,0,0,0,0,0,0,0,0,0,0
34316554415452424211142265211151136351255524463211,52.2040816326530650,0,0,0,0,0,0,0,0,0,0,0
51112155431465324324361136265635163516535524361511,19.714285714285710,0,39.0338038534594,0,0,0,0,0,0,0,0,0
21115356526633533231253134212633451656246414565122,46.5510204081632540,0,0,0,0,0,0,0,0,0,0,0
44162612323454435646242421562532224261451646216144,44.4693877551020340,0,0,0,0,0,0,0,0,0,0,0
52621522161112616211641216343664613541443163466454,91.693877551020390,0,0,0,0,0,0,0,0,0,0,0
46166322636431545113162466463612335466355414634633,39.979591836734690,0,0,0,0,0,0,0,0,0,0,0
65665311655245153655323666311566316351341126141665,80.591836734693892,0,0,0,0,0,0,0,0,0,0,0
55115346354534316645142646266352332246136343242252,46.4081632653061150,0,0,0,0,0,0,0,0,0,0,0
25122645563136262331164143162214222216644332355333,89.285714285714280,0,0,0,0,0,0,0,0,0,0,0
63353236415665115615313554652466643432255212561211,54.714285714285710,0,0,0,0,0,0,0,0,0,0,0
53364521156135526121141236134563612433433122534251,24.7142857142857150,0,0,0,0,0,0,0,0,0,0,0
35213561345216632114536553165161421653435245425345,12.571428571428570,7.941211563163307,0,0,0,0,0,0,0,0,0,0
13455564321513564322513355464515344116311145325134,38.34693877551020,0,0,0,0,0,0,0,0,0,0,0
33415431544564663551413364455332352164643246152161,16.7142857142857150,4.941211563163307,12.033803853459432,0,0,0,0,0,0,0,0,0
21553224515155632512552665452544263454262632134213,50.4693877551020340,1.9412115631633071,0,0,0,0,0,0,0,0,0,0
23216115421661546531216233324541214335431315314334,44.9183673469387660,0,0,0,0,0,0,0,0,0,0,0
42464611432226341634546111511226353626124254123212,14.9999999999999960,0,0,0,0,0,0,0,0,0,0,0
54341256341443655315656166341351516446113351631523,19.6734693877551050,0,0,0,0,0,0,0,0,0,0,0
25633221241352561216344311626155412364556521263133,15.00,6.796654783692492,0,0,0,0,0,0,0,0,0,0
44652423223446154543516234624246415522551325611432,51.2857142857142850,0,0,0,0,0,0,0,0,0,0,0
33331365561336143234135321344145355126314234451616,71.102040816326510,0,0,0,0,0,0,0,0,0,0,0
61245433232514654124334614546346255613666513256246,11.00,0,0,0,0,0,0,0,0,0,0,0
64151532146625156623256633312534634532614656263215,23.7142857142857080,1.941211563163293,0,0,0,0,0,0,0,0,0,0
36311665522126363245133216111514233632444662464561,53.00,0,0,0,0,0,0,0,0,0,0,0
16135633445225154343424461413356166411462115322212,56.142857142857140,0,0,0,0,0,0,0,0,0,0,0
21554243621464452156516662136466352662542324436623,50.9387755102040740,0,0,0,0,0,0,0,0,0,0,0
26245651212651122261461162461143225523114611523151,59.755102040816331,1.9412115631633071,12.033803853459432,139.36597767218905,0,0,0,0,0,0,0,0
35623254163165331133433136311623654663311262425323,103.510204081632650,0,0,0,0,0,0,0,0,0,0,0
15521234245562365134412655613263143615164263246411,15.2448979591836731,0,0,0,0,0,0,0,0,0,0,0
66232223263652434236241232323555236515554641113143,78.857142857142850,0,0,0,0,0,0,0,0,0,0,0
34322565333221146133352541655211223544256354256312,24.4285714285714270,0,0,0,0,0,0,0,0,0,0,0
42265563356365344336143566435211564251212215552315,52.9795918367346840,0,0,0,0,0,0,0,0,0,0,0
56345255156422251441516615562532223544453252231362,39.2040816326530650,0,0,0,0,0,0,0,0,0,0,0
23162324565156434424256216233626464212455466616332,23.428571428571430,0,0,0,0,0,0,0,0,0,0,0
25446115466651343231315161435363615321452323312462,25.00,0,0,0,0,0,0,0,0,0,0,0
22134245414336632142663344332344214164623231536115,79.653061224489790,0,0,0,0,0,0,0,0,0,0,0
54544541111366231216442461523624322413415124655246,43.142857142857140,0,0,0,0,0,0,0,0,0,0,0
36334365665666224343141521431266452454425464143142,108.571428571428560,0,12.033803853459432,0,0,0,0,0,0,0,0,0
25363466412522134616156221625415465261235454212113,14.00,0,0,0,0,0,0,0,0,0,0,0
61215321463215162362533321263626314324646355263521,9.8775510204081640,0,0,0,0,0,0,0,0,0,0,0
53655641315624341236665134365534244632565454165234,0.00,0,0,0,0,0,0,0,0,0,0,0
22346211545644544613625513626225644231114434442654,43.00,4.9412115631633,0,0,0,0,0,0,0,0,0,0
34325114152565246461566212113521343563331332112455,35.142857142857140,0,0,0,0,0,0,0,0,0,0,0
56453414212553232124161445542563445144533311332561,77.714285714285720,0,0,0,0,0,0,0,0,0,0,0
46412242512133542546165416414353143346241314155512,27.571428571428570,0,0,0,0,0,0,0,0,0,0,0
31146563632441565544613113515245342162116655222251,66.285714285714280,0.796654783692496,0,0,0,0,0,0,0,0,0,0
43442633432233615666511321563365333616113612332663,146.61224489795923,7.941211563163279,0,0,0,0,0,0,0,0,0,0
45513421544134142316146662536154265566311234256311,37.3061224489795860,0,0,0,0,0,0,0,0,0,0,0
41311111461262624644144343412424441124445252612624,231.10204081632658,7.941211563163307,0,0,0,0,0,0,0,0,0,0
42444513526112552136124111453115526211651615313611,77.571428571428570,0,0,0,0,0,0,0,0,0,0,0
34135351643512513314151624246566256663654535513535,86.71428571428570,0,0,0,0,0,0,0,0,0,0,0
54566353665263311546324536235252213355155344363264,54.4693877551020340,0,0,0,0,0,0,0,0,0,0,0
45353234254611261535544353233245453324121161264165,57.551020408163270,0,0,0,0,0,0,0,0,0,0,0
31563646625666361556126616664344352614421623214521,109.918367346938770,0,0,0,0,0,0,0,0,0,0,0
31351164452233213614365121653133654214326166216551,20.00,0,0,139.36597767218905,0,0,0,0,0,0,0,0
15435233426132336326325136225551261532633111113555,92.306122448979610,0,0,0,0,0,0,0,0,0,0,0
42226135346345562545242354235366354332652466465461,46.081632653061220,0,0,0,0,0,0,0,0,0,0,0
13366442251333544365463153164341416612445666416344,48.2244897959183660,0,0,0,0,0,0,0,0,0,0,0
53365135543552522223415642364543252225226415553536,127.285714285714284,0,0,139.36597767218882,0,0,0,0,0,0,0,0
44562621635636314315141241213154536121634531532425,6.9999999999999990,0,12.033803853459432,0,0,0,0,0,0,0,0,0
43315233231421425423245156366546161154131253411246,54.857142857142850,3.796654783692489,0,0,0,0,0,0,0,0,0,0
61556631662543224333663162666523435435524325664365,63.489795918367350,31.94121156316328,0,139.36597767218905,0,0,0,0,0,0,0,0
53234516133114322515411321445642251323455553262624,50.285714285714280,0,0,0,0,0,0,0,0,0,0,0
46361621246415226452441553152322232552236614544213,59.00,0,0,0,0,0,0,0,0,0,0,0
64254324232641223642115422641135251551566161411564,62.571428571428570,0,0,0,0,0,0,0,0,0,0,0
12126321564315422631622446256566156653314343615224,53.285714285714290,0,0,0,0,0,0,0,0,0,0,0
42522411114363163252331246626211222223161212136133,178.306122448979586,0,0,0,0,0,0,0,0,0,0,0
25525365562461536115314654224655552524352141626522,75.510204081632650,0,0,0,0,0,0,0,0,0,0,0
44663116516136656115452664354626631322622341115551,53.428571428571430,6.796654783692492,0,0,0,0,0,0,0,0,0,0
34326453616236546434316366455415426241125216425422,6.71428571428571350,0,0,0,0,0,0,0,0,0,0,0
32331151163151166326341462251663523151351235326264,59.367346938775510,0,0,0,0,0,0,0,0,0,0,0
23416464134266161632521354413414455536526363331343,81.285714285714280,0,0,0,0,0,0,0,0,0,0,0
43132411263341411564356152336255322141466321361252,10.142857142857140,0,0,0,0,0,0,0,0,0,0,0
54535535265614253543152246352655515341322115223663,60.551020408163270,0,0,0,0,0,0,0,0,0,0,0
22233611622546415565655152364643154631352114151666,87.571428571428560,0,0,0,0,0,0,0,0,0,0,0
24226543364451546115123551346224265216245242151536,30.714285714285710,0,12.033803853459432,0,0,0,0,0,0,0,0,0
16531363356664544415653652152312231565655533632156,84.183673469387760,0,0,0,0,0,0,0,0,0,0,0
51331664112534314564324452662212542162163566115326,29.040816326530610,0.7966547836924995,0,0,0,0,0,0,0,0,0,0
36344553166251435121213136233113425333461141262434,64.224489795918370,0,0,0,0,0,0,0,0,0,0,0
63213344163542551164322116163263224513411116121211,113.591836734693870,0,66.0338038534594,0,0,0,0,0,0,0,0,0
11252634555411334444335522116662135414162656522115,81.836734693877550,0,0,0,0,0,0,0,0,0,0,0
